codice_proiezione,data_ora_proiezione,titolo_film,genere,regista,anno,durata_minuti,eta_minima,prezzo_biglietto
PRO008422,2027-06-20 10:00:00,Ed Wood,Biography,Tim Burton,1994,127,0,7.50
PRO008423,2027-06-20 13:00:00,Det sjunde inseglet,Drama,Ingmar Bergman,1957,96,12,6.50
PRO008424,2027-06-20 15:30:00,Kakushi-toride no san-akunin,Adventure,Akira Kurosawa,1958,139,12,6.50
PRO008425,2027-06-20 18:30:00,Twelve Monkeys,Mystery,Terry Gilliam,1995,129,12,10.00
PRO008426,2027-06-21 10:30:00,Blazing Saddles,Comedy,Mel Brooks,1974,93,12,7.00
PRO008427,2027-06-21 13:00:00,Ladri di biciclette,Drama,Vittorio De Sica,1948,89,12,7.50
PRO008428,2027-06-22 10:30:00,Enemy at the Gates,Drama,Jean-Jacques Annaud,2001,131,12,6.50
PRO008429,2027-06-23 10:30:00,Match Point,Drama,Woody Allen,2005,124,16,7.00
PRO008430,2027-06-23 13:30:00,The Incredibles,Animation,Brad Bird,2004,115,0,7.00
PRO008431,2027-06-24 10:00:00,The Illusionist,Drama,Neil Burger,2006,110,0,7.50
PRO008432,2027-06-25 10:30:00,Gongdong gyeongbi guyeok JSA,Action,Chan-wook Park,2000,110,12,7.50
PRO008433,2027-06-26 10:00:00,Who's Afraid of Virginia Woolf?,Drama,Mike Nichols,1966,131,12,7.00
PRO008434,2027-06-26 13:00:00,Once Upon a Time in the West,Western,Sergio Leone,1968,165,0,8.00
PRO008435,2027-06-26 16:30:00,Fantasia,Animation,James Algar,1940,125,0,8.00
PRO008436,2027-06-26 19:30:00,The Great Dictator,Comedy,Charles Chaplin,1940,125,12,8.50
PRO008437,2027-06-27 10:00:00,Stand by Me,Adventure,Rob Reiner,1986,89,0,6.50
PRO008438,2027-06-27 12:00:00,The Great Dictator,Comedy,Charles Chaplin,1940,125,12,8.50
PRO008439,2027-06-27 15:00:00,American Gangster,Biography,Ridley Scott,2007,157,12,6.50
PRO008440,2027-06-27 18:30:00,La montaña sagrada,Adventure,Alejandro Jodorowsky,1973,114,16,10.00
PRO008441,2027-06-28 10:30:00,Hedwig and the Angry Inch,Comedy,John Cameron Mitchell,2001,95,16,7.50
PRO008442,2027-06-28 13:00:00,Sleepers,Crime,Barry Levinson,1996,147,12,7.00
PRO008443,2027-06-28 16:00:00,The Muppet Christmas Carol,Comedy,Brian Henson,1992,85,0,8.00
PRO008444,2027-06-29 10:00:00,The Killing Fields,Biography,Roland Joffé,1984,141,12,8.50
PRO008445,2027-06-29 13:00:00,The Illusionist,Drama,Neil Burger,2006,110,0,8.50
PRO008446,2027-06-30 10:30:00,Gongdong gyeongbi guyeok JSA,Action,Chan-wook Park,2000,110,12,8.50
PRO008447,2027-06-30 13:00:00,The Muppet Movie,Adventure,James Frawley,1979,95,0,6.50
PRO008448,2027-07-01 10:00:00,Rocky,Drama,John G. Avildsen,1976,120,0,8.50
PRO008449,2027-07-02 10:30:00,Match Point,Drama,Woody Allen,2005,124,16,6.50
PRO008450,2027-07-02 13:30:00,Serenity,Action,Joss Whedon,2005,119,12,8.50
PRO008451,2027-07-03 10:00:00,Batman Begins,Action,Christopher Nolan,2005,140,12,8.50
PRO008452,2027-07-03 13:00:00,Once Upon a Time in the West,Western,Sergio Leone,1968,165,0,8.50
PRO008453,2027-07-03 16:30:00,Stand by Me,Adventure,Rob Reiner,1986,89,0,6.50
PRO008454,2027-07-03 19:00:00,Toy Story 2,Animation,John Lasseter,1999,92,0,8.50
PRO008455,2027-07-04 10:00:00,Gone with the Wind,Drama,Victor Fleming,1939,238,0,7.00
PRO008456,2027-07-04 15:00:00,The Illusionist,Drama,Neil Burger,2006,110,0,7.50
PRO008457,2027-07-04 18:00:00,Match Point,Drama,Woody Allen,2005,124,16,10.00
PRO008458,2027-07-05 10:30:00,Fantasia,Animation,James Algar,1940,125,0,7.00
PRO008459,2027-07-05 13:30:00,American Gangster,Biography,Ridley Scott,2007,157,12,8.00
PRO008460,2027-07-06 10:00:00,Happiness,Comedy,Todd Solondz,1998,134,12,8.50
PRO008461,2027-07-07 10:00:00,The Bridges of Madison County,Drama,Clint Eastwood,1995,135,12,8.00
PRO008462,2027-07-07 13:00:00,The Birds,Drama,Alfred Hitchcock,1963,119,12,7.00
PRO008463,2027-07-07 16:00:00,Interstate 60: Episodes of the Road,Adventure,Bob Gale,2002,116,16,6.50
PRO008464,2027-07-08 10:30:00,Casino Royale,Action,Martin Campbell,2006,144,12,7.50
PRO008465,2027-07-08 13:30:00,Gone with the Wind,Drama,Victor Fleming,1939,238,0,7.00
PRO008466,2027-07-09 10:00:00,Once Upon a Time in the West,Western,Sergio Leone,1968,165,0,8.00
PRO008467,2027-07-09 13:30:00,Ikiru,Drama,Akira Kurosawa,1952,143,12,8.50
PRO008468,2027-07-09 16:30:00,Who's Afraid of Virginia Woolf?,Drama,Mike Nichols,1966,131,12,8.00
PRO008469,2027-07-10 10:00:00,Happiness,Comedy,Todd Solondz,1998,134,12,8.00
PRO008470,2027-07-10 13:00:00,Interstate 60: Episodes of the Road,Adventure,Bob Gale,2002,116,16,7.00
PRO008471,2027-07-10 16:00:00,Fantasia,Animation,James Algar,1940,125,0,8.00
PRO008472,2027-07-10 19:00:00,The Birds,Drama,Alfred Hitchcock,1963,119,12,9.50
PRO008473,2027-07-11 10:30:00,"Lock, Stock and Two Smoking Barrels",Action,Guy Ritchie,1998,107,12,7.00
PRO008474,2027-07-11 13:00:00,Rio Bravo,Action,Howard Hawks,1959,141,12,8.50
PRO008475,2027-07-11 16:00:00,Det sjunde inseglet,Drama,Ingmar Bergman,1957,96,12,7.50
PRO008476,2027-07-11 18:30:00,The Great Dictator,Comedy,Charles Chaplin,1940,125,12,10.00
PRO008477,2027-07-12 10:00:00,Close Encounters of the Third Kind,Drama,Steven Spielberg,1977,138,0,8.00
PRO008478,2027-07-12 13:00:00,Ladri di biciclette,Drama,Vittorio De Sica,1948,89,12,8.50
PRO008479,2027-07-13 10:00:00,The Great Dictator,Comedy,Charles Chaplin,1940,125,12,8.50
PRO008480,2027-07-14 10:30:00,Control,Biography,Anton Corbijn,2007,122,16,8.00
PRO008481,2027-07-15 10:00:00,Do lok tin si,Comedy,Kar-Wai Wong,1995,99,12,8.50
PRO008482,2027-07-15 12:30:00,Rocky,Drama,John G. Avildsen,1976,120,0,7.50
PRO008483,2027-07-16 10:30:00,Blazing Saddles,Comedy,Mel Brooks,1974,93,12,6.50
PRO008484,2027-07-17 10:00:00,Le locataire,Drama,Roman Polanski,1976,126,16,6.50
PRO008485,2027-07-17 13:00:00,Casino Royale,Action,Martin Campbell,2006,144,12,7.50
PRO008486,2027-07-17 16:00:00,The Shawshank Redemption,Drama,Frank Darabont,1994,142,12,8.50
PRO008487,2027-07-17 19:00:00,Planet of the Apes,Adventure,Franklin J. Schaffner,1968,112,0,10.00
PRO008488,2027-07-18 10:00:00,Barry Lyndon,Adventure,Stanley Kubrick,1975,185,6,6.50
PRO008489,2027-07-18 14:00:00,Rio Bravo,Action,Howard Hawks,1959,141,12,8.00
PRO008490,2027-07-18 17:00:00,Zelig,Comedy,Woody Allen,1983,79,6,7.50
PRO008491,2027-07-19 10:00:00,Ed Wood,Biography,Tim Burton,1994,127,0,8.50
PRO008492,2027-07-19 13:00:00,Zelig,Comedy,Woody Allen,1983,79,6,7.50
PRO008493,2027-07-20 10:00:00,Finding Nemo,Animation,Andrew Stanton,2003,100,0,8.00
PRO008494,2027-07-20 12:30:00,Close Encounters of the Third Kind,Drama,Steven Spielberg,1977,138,0,7.50
PRO008495,2027-07-20 15:30:00,Stand by Me,Adventure,Rob Reiner,1986,89,0,6.50
PRO008496,2027-07-21 10:30:00,The Game,Action,David Fincher,1997,129,12,8.50
PRO008497,2027-07-21 13:30:00,Interstate 60: Episodes of the Road,Adventure,Bob Gale,2002,116,16,7.50
PRO008498,2027-07-21 16:30:00,The Birds,Drama,Alfred Hitchcock,1963,119,12,7.00
PRO008499,2027-07-22 10:00:00,Batman Begins,Action,Christopher Nolan,2005,140,12,8.50
PRO008500,2027-07-23 10:00:00,Toy Story 2,Animation,John Lasseter,1999,92,0,8.00
PRO008501,2027-07-23 12:30:00,Zelig,Comedy,Woody Allen,1983,79,6,8.00
PRO008502,2027-07-23 14:30:00,The Birds,Drama,Alfred Hitchcock,1963,119,12,7.00
PRO008503,2027-07-24 10:00:00,Le locataire,Drama,Roman Polanski,1976,126,16,8.50
PRO008504,2027-07-24 13:00:00,Kakushi-toride no san-akunin,Adventure,Akira Kurosawa,1958,139,12,8.50
PRO008505,2027-07-24 16:00:00,The Bridges of Madison County,Drama,Clint Eastwood,1995,135,12,8.00
PRO008506,2027-07-24 19:00:00,Kakushi-toride no san-akunin,Adventure,Akira Kurosawa,1958,139,12,10.00
PRO008507,2027-07-25 10:30:00,The Shawshank Redemption,Drama,Frank Darabont,1994,142,12,7.50
PRO008508,2027-07-25 13:30:00,The Game,Action,David Fincher,1997,129,12,8.50
PRO008509,2027-07-25 16:30:00,Interstate 60: Episodes of the Road,Adventure,Bob Gale,2002,116,16,8.00
PRO008510,2027-07-25 19:30:00,Le locataire,Drama,Roman Polanski,1976,126,16,8.50
PRO008511,2027-07-26 10:30:00,Philadelphia,Drama,Jonathan Demme,1993,125,12,6.50
PRO008512,2027-07-27 10:00:00,Star Wars: Episode VI - Return of the Jedi,Action,Richard Marquand,1983,131,0,8.00
PRO008513,2027-07-28 10:30:00,Finding Neverland,Biography,Marc Forster,2004,106,0,7.50
PRO008514,2027-07-28 13:00:00,Interstate 60: Episodes of the Road,Adventure,Bob Gale,2002,116,16,7.50
PRO008515,2027-07-28 16:00:00,Star Wars: Episode VI - Return of the Jedi,Action,Richard Marquand,1983,131,0,7.50
PRO008516,2027-07-29 10:30:00,The Illusionist,Drama,Neil Burger,2006,110,0,6.50
PRO008517,2027-07-30 10:00:00,Control,Biography,Anton Corbijn,2007,122,16,8.50
PRO008518,2027-07-30 13:00:00,Interstate 60: Episodes of the Road,Adventure,Bob Gale,2002,116,16,7.50
PRO008519,2027-07-30 16:00:00,Aliens,Action,James Cameron,1986,137,0,8.00
PRO008520,2027-07-31 10:30:00,Finding Neverland,Biography,Marc Forster,2004,106,0,8.50
PRO008521,2027-07-31 13:00:00,Fitzcarraldo,Adventure,Werner Herzog,1982,158,16,7.00
PRO008522,2027-07-31 16:30:00,The Game,Action,David Fincher,1997,129,12,8.00
PRO008523,2027-07-31 19:30:00,The Game,Action,David Fincher,1997,129,12,9.00
PRO008524,2027-08-01 10:00:00,Gone with the Wind,Drama,Victor Fleming,1939,238,0,7.50
PRO008525,2027-08-01 15:00:00,The Game,Action,David Fincher,1997,129,12,7.00
PRO008526,2027-08-01 18:00:00,"Swades: We, the People",Drama,Ashutosh Gowariker,2004,210,0,9.00
PRO008527,2027-08-02 10:30:00,The Muppet Movie,Adventure,James Frawley,1979,95,0,8.00
PRO008528,2027-08-03 10:30:00,Indiana Jones and the Last Crusade,Action,Steven Spielberg,1989,127,0,7.00
PRO008529,2027-08-03 13:30:00,The Killing Fields,Biography,Roland Joffé,1984,141,12,6.50
PRO008530,2027-08-03 16:30:00,Aliens,Action,James Cameron,1986,137,0,8.00
PRO008531,2027-08-04 10:00:00,Sen to Chihiro no kamikakushi,Animation,Hayao Miyazaki,2001,125,0,7.50
PRO008532,2027-08-04 13:00:00,The Gold Rush,Adventure,Charles Chaplin,1925,95,12,7.00
PRO008533,2027-08-04 15:30:00,The Shawshank Redemption,Drama,Frank Darabont,1994,142,12,8.00
PRO008534,2027-08-05 10:30:00,Aliens,Action,James Cameron,1986,137,0,7.00
PRO008535,2027-08-06 10:00:00,Sen to Chihiro no kamikakushi,Animation,Hayao Miyazaki,2001,125,0,7.50
PRO008536,2027-08-06 13:00:00,Barry Lyndon,Adventure,Stanley Kubrick,1975,185,6,8.00
PRO008537,2027-08-07 10:00:00,Kakushi-toride no san-akunin,Adventure,Akira Kurosawa,1958,139,12,6.50
PRO008538,2027-08-07 13:30:00,Fitzcarraldo,Adventure,Werner Herzog,1982,158,16,7.50
PRO008539,2027-08-07 17:00:00,Do lok tin si,Comedy,Kar-Wai Wong,1995,99,12,8.50
PRO008540,2027-08-07 19:30:00,The Gold Rush,Adventure,Charles Chaplin,1925,95,12,8.50
PRO008541,2027-08-08 10:00:00,The Treasure of the Sierra Madre,Adventure,John Huston,1948,126,12,7.50
PRO008542,2027-08-08 13:00:00,Sen to Chihiro no kamikakushi,Animation,Hayao Miyazaki,2001,125,0,7.50
PRO008543,2027-08-08 16:00:00,Saving Private Ryan,Drama,Steven Spielberg,1998,169,16,8.50
PRO008544,2027-08-08 19:30:00,The Others,Horror,Alejandro Amenábar,2001,101,12,10.00
PRO008545,2027-08-09 10:00:00,Barry Lyndon,Adventure,Stanley Kubrick,1975,185,6,8.00
PRO008546,2027-08-09 14:00:00,Once,Drama,John Carney,2007,86,16,7.50
PRO008547,2027-08-09 16:30:00,Planet of the Apes,Adventure,Franklin J. Schaffner,1968,112,0,6.50
PRO008548,2027-08-10 10:30:00,Once,Drama,John Carney,2007,86,16,7.00
PRO008549,2027-08-10 12:30:00,Lat sau san taam,Action,John Woo,1992,128,16,8.50
PRO008550,2027-08-10 15:30:00,Indiana Jones and the Last Crusade,Action,Steven Spielberg,1989,127,0,7.00
PRO008551,2027-08-11 10:00:00,Casino Royale,Action,Martin Campbell,2006,144,12,8.00
PRO008552,2027-08-11 13:00:00,Lat sau san taam,Action,John Woo,1992,128,16,7.50
PRO008553,2027-08-11 16:00:00,Sholay,Action,Ramesh Sippy,1975,204,0,6.50
PRO008554,2027-08-12 10:30:00,Gone with the Wind,Drama,Victor Fleming,1939,238,0,7.50
PRO008555,2027-08-13 10:30:00,Fitzcarraldo,Adventure,Werner Herzog,1982,158,16,6.50
PRO008556,2027-08-14 10:00:00,Planet of the Apes,Adventure,Franklin J. Schaffner,1968,112,0,8.00
PRO008557,2027-08-14 13:00:00,Fitzcarraldo,Adventure,Werner Herzog,1982,158,16,8.50
PRO008558,2027-08-14 16:30:00,Indiana Jones and the Last Crusade,Action,Steven Spielberg,1989,127,0,6.50
PRO008559,2027-08-15 10:30:00,Sholay,Action,Ramesh Sippy,1975,204,0,6.50
PRO008560,2027-08-15 15:00:00,8½,Drama,Federico Fellini,1963,138,12,8.50
PRO008561,2027-08-15 18:00:00,The Killing Fields,Biography,Roland Joffé,1984,141,12,9.00
PRO008562,2027-08-16 10:30:00,Aliens,Action,James Cameron,1986,137,0,6.50
PRO008563,2027-08-16 13:30:00,Jeux d'enfants,Comedy,Yann Samuell,2003,93,16,7.00
PRO008564,2027-08-17 10:00:00,The Treasure of the Sierra Madre,Adventure,John Huston,1948,126,12,8.50
PRO008565,2027-08-17 13:00:00,Toki o kakeru shôjo,Animation,Mamoru Hosoda,2006,98,0,8.50
PRO008566,2027-08-17 15:30:00,Der Name der Rose,Crime,Jean-Jacques Annaud,1986,130,16,8.50
PRO008567,2027-08-18 10:00:00,Sholay,Action,Ramesh Sippy,1975,204,0,7.50
PRO008568,2027-08-19 10:00:00,Amadeus,Biography,Milos Forman,1984,160,16,7.00
PRO008569,2027-08-20 10:00:00,Jeux d'enfants,Comedy,Yann Samuell,2003,93,16,6.50
PRO008570,2027-08-21 10:00:00,All That Jazz,Drama,Bob Fosse,1979,123,12,7.50
PRO008571,2027-08-21 13:00:00,All That Jazz,Drama,Bob Fosse,1979,123,12,6.50
PRO008572,2027-08-21 16:00:00,"Swades: We, the People",Drama,Ashutosh Gowariker,2004,210,0,8.50
PRO008573,2027-08-22 10:00:00,Kal Ho Naa Ho,Comedy,Nikkhil Advani,2003,186,0,8.50
PRO008574,2027-08-22 14:00:00,The Others,Horror,Alejandro Amenábar,2001,101,12,7.50
PRO008575,2027-08-22 16:30:00,Sholay,Action,Ramesh Sippy,1975,204,0,8.00
PRO008576,2027-08-23 10:00:00,Lat sau san taam,Action,John Woo,1992,128,16,6.50
PRO008577,2027-08-23 13:00:00,Gone with the Wind,Drama,Victor Fleming,1939,238,0,6.50
PRO008578,2027-08-24 10:30:00,Zelig,Comedy,Woody Allen,1983,79,6,7.50
PRO008579,2027-08-24 13:00:00,The Treasure of the Sierra Madre,Adventure,John Huston,1948,126,12,6.50
PRO008580,2027-08-25 10:30:00,The Sixth Sense,Drama,M. Night Shyamalan,1999,107,12,8.00
PRO008581,2027-08-25 13:00:00,Jeux d'enfants,Comedy,Yann Samuell,2003,93,16,7.50
PRO008582,2027-08-25 15:30:00,Le notti di Cabiria,Drama,Federico Fellini,1957,110,12,6.50
PRO008583,2027-08-26 10:30:00,Saving Private Ryan,Drama,Steven Spielberg,1998,169,16,7.50
PRO008584,2027-08-26 14:00:00,Close Encounters of the Third Kind,Drama,Steven Spielberg,1977,138,0,6.50
PRO008585,2027-08-26 17:00:00,Sen to Chihiro no kamikakushi,Animation,Hayao Miyazaki,2001,125,0,7.00
PRO008586,2027-08-27 10:30:00,The Treasure of the Sierra Madre,Adventure,John Huston,1948,126,12,7.00
PRO008587,2027-08-28 10:30:00,Le notti di Cabiria,Drama,Federico Fellini,1957,110,12,7.50
PRO008588,2027-08-28 13:30:00,The Illusionist,Drama,Neil Burger,2006,110,0,8.50
PRO008589,2027-08-28 16:00:00,My Fair Lady,Drama,George Cukor,1964,170,0,8.50
PRO008590,2027-08-29 10:00:00,Sholay,Action,Ramesh Sippy,1975,204,0,8.00
PRO008591,2027-08-29 14:30:00,Le notti di Cabiria,Drama,Federico Fellini,1957,110,12,8.00
PRO008592,2027-08-29 17:00:00,Fitzcarraldo,Adventure,Werner Herzog,1982,158,16,8.50
PRO008593,2027-08-29 20:30:00,Kal Ho Naa Ho,Comedy,Nikkhil Advani,2003,186,0,10.00
PRO008594,2027-08-30 10:30:00,The Killing Fields,Biography,Roland Joffé,1984,141,12,7.00
PRO008595,2027-08-31 10:30:00,Jeux d'enfants,Comedy,Yann Samuell,2003,93,16,7.00
PRO008596,2027-08-31 13:00:00,Kurenai no buta,Animation,Hayao Miyazaki,1992,94,0,7.00
PRO008597,2027-09-01 10:30:00,The Game,Action,David Fincher,1997,129,12,7.50
PRO008598,2027-09-02 10:30:00,Sholay,Action,Ramesh Sippy,1975,204,0,8.50
PRO008599,2027-09-03 10:30:00,The Illusionist,Drama,Neil Burger,2006,110,0,7.00
PRO008600,2027-09-03 13:30:00,All That Jazz,Drama,Bob Fosse,1979,123,12,6.50
PRO008601,2027-09-03 16:30:00,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",Animation,Hideaki Anno,1997,87,12,6.50
PRO008602,2027-09-04 10:30:00,All That Jazz,Drama,Bob Fosse,1979,123,12,8.00
PRO008603,2027-09-04 13:30:00,Fitzcarraldo,Adventure,Werner Herzog,1982,158,16,8.50
PRO008604,2027-09-04 17:00:00,The Killing Fields,Biography,Roland Joffé,1984,141,12,8.50
PRO008605,2027-09-05 10:30:00,Saving Private Ryan,Drama,Steven Spielberg,1998,169,16,6.50
PRO008606,2027-09-05 14:30:00,My Fair Lady,Drama,George Cukor,1964,170,0,8.00
PRO008607,2027-09-05 18:00:00,The Killing Fields,Biography,Roland Joffé,1984,141,12,9.50
PRO008608,2027-09-05 21:30:00,Philadelphia,Drama,Jonathan Demme,1993,125,12,10.00
PRO008609,2027-09-06 10:00:00,The Shawshank Redemption,Drama,Frank Darabont,1994,142,12,8.50
PRO008610,2027-09-06 13:00:00,All That Jazz,Drama,Bob Fosse,1979,123,12,6.50
PRO008611,2027-09-07 10:00:00,Toki o kakeru shôjo,Animation,Mamoru Hosoda,2006,98,0,8.50
PRO008612,2027-09-07 12:30:00,Star Wars: Episode VI - Return of the Jedi,Action,Richard Marquand,1983,131,0,8.00
PRO008613,2027-09-07 15:30:00,Toki o kakeru shôjo,Animation,Mamoru Hosoda,2006,98,0,6.50
PRO008614,2027-09-08 10:30:00,Toki o kakeru shôjo,Animation,Mamoru Hosoda,2006,98,0,7.00
PRO008615,2027-09-08 13:00:00,"Swades: We, the People",Drama,Ashutosh Gowariker,2004,210,0,7.00
PRO008616,2027-09-08 17:00:00,Sleepers,Crime,Barry Levinson,1996,147,12,8.00
PRO008617,2027-09-09 10:30:00,The Treasure of the Sierra Madre,Adventure,John Huston,1948,126,12,8.00
PRO008618,2027-09-09 13:30:00,Sholay,Action,Ramesh Sippy,1975,204,0,8.50
PRO008619,2027-09-09 17:30:00,Jûbê ninpûchô,Animation,Yoshiaki Kawajiri,1993,94,12,7.50
PRO008620,2027-09-10 10:00:00,All That Jazz,Drama,Bob Fosse,1979,123,12,6.50
PRO008621,2027-09-10 13:00:00,Falling Down,Action,Joel Schumacher,1993,113,16,8.50
PRO008622,2027-09-11 10:00:00,Toki o kakeru shôjo,Animation,Mamoru Hosoda,2006,98,0,8.50
PRO008623,2027-09-11 12:30:00,Barry Lyndon,Adventure,Stanley Kubrick,1975,185,6,8.00
PRO008624,2027-09-11 16:30:00,The Pianist,Biography,Roman Polanski,2002,150,16,7.50
PRO008625,2027-09-12 10:30:00,The Shawshank Redemption,Drama,Frank Darabont,1994,142,12,8.50
PRO008626,2027-09-12 13:30:00,The Others,Horror,Alejandro Amenábar,2001,101,12,7.50
PRO008627,2027-09-12 16:00:00,Memento,Mystery,Christopher Nolan,2000,113,12,7.50
PRO008628,2027-09-13 10:00:00,Jeux d'enfants,Comedy,Yann Samuell,2003,93,16,8.00
PRO008629,2027-09-14 10:00:00,Kal Ho Naa Ho,Comedy,Nikkhil Advani,2003,186,0,8.50
PRO008630,2027-09-14 14:00:00,Falling Down,Action,Joel Schumacher,1993,113,16,8.50
PRO008631,2027-09-14 17:00:00,Harry Potter and the Sorcerer's Stone,Adventure,Chris Columbus,2001,152,0,7.00
PRO008632,2027-09-15 10:00:00,Amadeus,Biography,Milos Forman,1984,160,16,8.00
PRO008633,2027-09-15 13:30:00,Falling Down,Action,Joel Schumacher,1993,113,16,7.50
PRO008634,2027-09-15 16:30:00,The Shawshank Redemption,Drama,Frank Darabont,1994,142,12,8.00
PRO008635,2027-09-16 10:00:00,The King of Comedy,Comedy,Martin Scorsese,1982,109,0,7.00
PRO008636,2027-09-17 10:30:00,Bronenosets Potemkin,Drama,Sergei M. Eisenstein,1925,75,12,8.50
PRO008637,2027-09-17 12:30:00,The King of Comedy,Comedy,Martin Scorsese,1982,109,0,7.50
PRO008638,2027-09-17 15:00:00,Persona,Drama,Ingmar Bergman,1966,85,12,6.50
PRO008639,2027-09-18 10:30:00,Persona,Drama,Ingmar Bergman,1966,85,12,8.50
PRO008640,2027-09-18 12:30:00,Persona,Drama,Ingmar Bergman,1966,85,12,7.50
PRO008641,2027-09-18 14:30:00,Kal Ho Naa Ho,Comedy,Nikkhil Advani,2003,186,0,8.50
PRO008642,2027-09-18 18:30:00,The Shawshank Redemption,Drama,Frank Darabont,1994,142,12,10.00
PRO008643,2027-09-19 10:30:00,Bound by Honor,Crime,Taylor Hackford,1993,180,16,8.50
PRO008644,2027-09-19 14:30:00,Trois couleurs: Blanc,Comedy,Krzysztof Kieslowski,1994,92,0,8.00
PRO008645,2027-09-19 17:00:00,Jûbê ninpûchô,Animation,Yoshiaki Kawajiri,1993,94,12,8.50
PRO008646,2027-09-20 10:00:00,Jûbê ninpûchô,Animation,Yoshiaki Kawajiri,1993,94,12,7.50
PRO008647,2027-09-20 12:30:00,Sunrise: A Song of Two Humans,Drama,F.W. Murnau,1927,94,12,8.50
PRO008648,2027-09-20 15:00:00,Bronenosets Potemkin,Drama,Sergei M. Eisenstein,1925,75,12,8.50
PRO008649,2027-09-21 10:00:00,The Lives of Others,Drama,Florian Henckel von Donnersmarck,2006,137,12,6.50
PRO008650,2027-09-22 10:30:00,The Shop Around the Corner,Comedy,Ernst Lubitsch,1940,99,12,6.50
PRO008651,2027-09-22 13:00:00,It Happened One Night,Comedy,Frank Capra,1934,105,12,6.50
PRO008652,2027-09-22 15:30:00,Toki o kakeru shôjo,Animation,Mamoru Hosoda,2006,98,0,8.00
PRO008653,2027-09-23 10:00:00,Bronenosets Potemkin,Drama,Sergei M. Eisenstein,1925,75,12,7.50
PRO008654,2027-09-23 12:00:00,Trois couleurs: Blanc,Comedy,Krzysztof Kieslowski,1994,92,0,7.00
PRO008655,2027-09-23 14:30:00,Bronenosets Potemkin,Drama,Sergei M. Eisenstein,1925,75,12,7.50
PRO008656,2027-09-24 10:30:00,Jûbê ninpûchô,Animation,Yoshiaki Kawajiri,1993,94,12,7.00
PRO008657,2027-09-25 10:00:00,Trois couleurs: Blanc,Comedy,Krzysztof Kieslowski,1994,92,0,7.00
PRO008658,2027-09-25 12:30:00,Happiness,Comedy,Todd Solondz,1998,134,12,8.50
PRO008659,2027-09-25 15:30:00,Enemy at the Gates,Drama,Jean-Jacques Annaud,2001,131,12,7.50
PRO008660,2027-09-26 10:00:00,Le notti di Cabiria,Drama,Federico Fellini,1957,110,12,7.00
PRO008661,2027-09-26 12:30:00,Sleepers,Crime,Barry Levinson,1996,147,12,6.50
PRO008662,2027-09-26 15:30:00,Boogie Nights,Drama,Paul Thomas Anderson,1997,155,16,7.00
PRO008663,2027-09-26 19:00:00,The King of Comedy,Comedy,Martin Scorsese,1982,109,0,9.50
PRO008664,2027-09-27 10:00:00,Donnie Brasco,Biography,Mike Newell,1997,127,12,7.00
PRO008665,2027-09-28 10:00:00,Le notti di Cabiria,Drama,Federico Fellini,1957,110,12,7.00
PRO008666,2027-09-28 13:00:00,The King of Comedy,Comedy,Martin Scorsese,1982,109,0,7.00
PRO008667,2027-09-29 10:00:00,The Lives of Others,Drama,Florian Henckel von Donnersmarck,2006,137,12,8.00
PRO008668,2027-09-30 10:30:00,The Lives of Others,Drama,Florian Henckel von Donnersmarck,2006,137,12,7.00
PRO008669,2027-09-30 13:30:00,Falling Down,Action,Joel Schumacher,1993,113,16,8.00
PRO008670,2027-10-01 10:30:00,Back to the Future Part II,Adventure,Robert Zemeckis,1989,108,0,8.00
PRO008671,2027-10-02 10:30:00,As Good as It Gets,Comedy,James L. Brooks,1997,139,12,8.00
PRO008672,2027-10-02 13:30:00,Falling Down,Action,Joel Schumacher,1993,113,16,8.50
